"geolocation_lat","geolocation_lng","customer_id","customer_city","customer_state","order_status","order_purchase_timestamp","order_approved_at","order_estimated_delivery_date","order_delivered_carrier_date","order_delivered_customer_date","payment_type","payment_value","payment_sequential","payment_installments"
-23.96647947692553,-46.38252100769148,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.966513596941372,-46.391836096941375,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.965059728863235,-46.39375522288631,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.965064596241632,-46.39305057010663,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.96866730632077,-46.38666832133505,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.96636950769149,-46.38246602307445,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.96792817982877,-46.37974765183308,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.9684588986012,-46.38654442540727,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.966896929869097,-46.38686929783393,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.968306066273517,-46.38645356839357,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.96825004798914,-46.3864012204911,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.968642580597876,-46.38285540063101,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.96906960144808,-46.38193180713535,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.973758180509343,-46.38549282225907,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.964136920698447,-46.38954299357685,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.968517946800294,-46.3888283537504,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.964121745045823,-46.39151255943283,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.968756326667386,-46.384942562285794,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.966906381025414,-46.38699943552954,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.96366271002119,-46.38686754376203,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.972573998819733,-46.38511474991661,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.96533837811659,-46.38717033631114,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.969476069597626,-46.383277623747645,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.964757636082705,-46.38832132992626,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.96770566987887,-46.387216635694834,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.96726408477646,-46.391472543700246,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.96861396820445,-46.38545482435244,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.96839892838564,-46.38078080988996,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.96980944840576,-46.38615536052136,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.96825004798914,-46.3864012204911,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.967198263699395,-46.38110331855207,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.970069999999964,-46.38612999999998,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.962640142343357,-46.39576077851243,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.96391208531235,-46.388394077639255,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.96302667519505,-46.39239346620368,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.968244122422877,-46.38607462312138,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.96424408639152,-46.3870010780901,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.969723735584815,-46.3901051898683,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.96777344917713,-46.382052808088645,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.96370390182864,-46.39293518658964,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.969952239109467,-46.38610295955125,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.968459594626932,-46.38093296903118,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.96927652745422,-46.39833129058049,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.97087188491847,-46.39277235651777,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.968043419900106,-46.38152119757636,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.967893183832764,-46.39735760273852,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.968817752019945,-46.38495549891147,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.96588260068052,-46.3918195804002,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.970069999999964,-46.38612999999998,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.968244122422877,-46.38607462312138,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.96853722806005,-46.385661419656245,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.968459594626932,-46.38093296903118,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.969952239109467,-46.38610295955125,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.970069999999964,-46.38612999999998,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.969469320429663,-46.39022902192016,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.96887521471145,-46.38236917729277,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.967151376020983,-46.38580082147959,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.965253862750565,-46.38478159491648,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.968642580597876,-46.38285540063101,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.970069999999964,-46.38612999999998,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.96302667519505,-46.39239346620368,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.964121745045823,-46.39151255943283,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.965286289400936,-46.38614655170104,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.969292529479485,-46.38704000911838,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.970069999999964,-46.38612999999998,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.965253862750565,-46.38478159491648,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.961117204522697,-46.384429634615415,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.967257851925705,-46.38955229676977,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.96432152843458,-46.39531107617276,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.96861924548066,-46.380346130216,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.964130583822914,-46.38694943471349,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.966513596941372,-46.39206401621859,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.973091964987617,-46.38508529248555,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.96435864974873,-46.38572998906069,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.970069999999964,-46.38612999999998,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.969258785717518,-46.40042668645674,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.96570893577927,-46.386462093036506,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.969292529479485,-46.38704000911838,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.970069999999964,-46.38612999999998,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.96445137616119,-46.38476764674474,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.970069999999964,-46.38612999999998,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.96366271002119,-46.38686754376203,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.96927652745422,-46.39833129058049,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.96899465714825,-46.3845167048187,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.96438423307619,-46.39151017317801,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.96424408639152,-46.3870010780901,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.96861396820445,-46.38545482435244,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.968459594626932,-46.38093296903118,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.963150572553666,-46.39244353526144,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.969476069597626,-46.383277623747645,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.96571502539158,-46.3836518470391,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.9690772128748,-46.38431193424208,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.96364532252407,-46.38485276204064,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
-23.969783087120938,-46.38852547808469,"2be831e199cd5308b6e3ab6f36718526",sao vicente,SP,delivered,"2017-11-25 00:22:16","2017-11-25 03:11:59","2017-12-11 00:00:00","2017-11-27 23:08:35","2017-11-30 20:55:54",credit_card,141.35,1,1
